id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
01023586,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36608,251,3942337,22096,30.6858694,-88.1588421,108483,300000,78388,254.158431316421
01023596,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36608,251,3803117,2011,30.673824,-88.2030668,58556,42972,51439,1025.25913170608
010236,01,Alabama,AL,Autauga County,Orange Beach,Autaugaville,Track,Track,36561,251,15491986,20427550,30.3005856,-87.5417985,86000,66868,64338,870.788181375975
01023606,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36693,251,4796168,0,30.6267741,-88.1989549,64660,56165,41770,536.707534500876
01023616,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36617,251,1667955,0,30.721504,-88.1042551,23955,20077,20213,233.618732981721
01023626,01,Alabama,AL,Autauga County,Whistler,Autaugaville,Track,Track,36613,251,5186346,7066,30.7503663,-88.1166709,24218,16243,23567,299.339093230416
01023636,01,Alabama,AL,Autauga County,Saraland,Autaugaville,Track,Track,36571,251,4520294,42789,30.8245364,-88.0784836,43803,300000,28268,240.061346271256
01023646,01,Alabama,AL,Autauga County,Mount Vernon,Autaugaville,Track,Track,36560,251,288291555,6975925,31.0707011,-88.0654398,48595,41530,38304,312.886107568979
01023656,01,Alabama,AL,Autauga County,Wilmer,Autaugaville,Track,Track,36587,251,119553238,413472,30.8819066,-88.2158005,58182,48215,45160,394.619730062117
0102366,01,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,Track,36303,334,4123213,0,31.2357975,-85.4197082,75861,55836,69018,554.705980142117
01023666,01,Alabama,AL,Autauga County,Semmes,Autaugaville,Track,Track,36575,251,29578145,83695,30.7536706,-88.2468888,66912,55680,49569,539.166938257544
01023676,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36695,251,8957994,72201,30.6628949,-88.213545,98744,92467,69504,616.864095882664
01023686,01,Alabama,AL,Autauga County,Grand Bay,Autaugaville,Track,Track,36541,251,154049784,768448,30.5565858,-88.3414467,35313,25328,25644,466.784556149648
01023696,01,Alabama,AL,Autauga County,Irvington,Autaugaville,Track,Track,36544,251,44929027,78388,30.5154023,-88.2381941,51099,39571,34541,279.724762249143
01023706,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36619,251,4691292,1574,30.5839887,-88.1877044,48721,46383,37861,479.538378389004
01023716,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36605,251,47845775,7049110,30.4884587,-88.13197,63538,49255,56525,551.308362692115
01023726,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36605,251,14483493,2204002,30.6302101,-88.069879,33457,21104,34577,361.013724493308
01023736,01,Alabama,AL,Autauga County,Bayou La Batre,Autaugaville,Track,Track,36509,251,0,780526158,30.2698833,-88.2923593,0,0,0,0
01023746,01,Alabama,AL,Autauga County,Monroeville,Autaugaville,Track,Track,36461,251,267821013,5094852,31.5314913,-87.468258,65025,48748,51291,263.69200722274
01023756,01,Alabama,AL,Autauga County,Uriah,Autaugaville,Track,Track,36480,251,427194441,5527227,31.3250054,-87.5991274,33553,22348,28976,314.061053534204
0102376,01,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,Track,36303,334,44228758,0,31.277139,-85.3841365,41374,27130,43691,1204.93794454934
01023766,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36107,334,5059603,0,32.3972125,-86.2846517,32307,33114,22159,219.158574328488
01023776,01,Alabama,AL,Autauga County,Montgmomery,Autaugaville,Track,Track,36109,334,1377521,0,32.3635327,-86.308144,52473,51602,39175,163.757793663181
01023786,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36108,334,3561874,6703,32.3613688,-86.3289447,14023,11494,10200,376.819816621662
01023796,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36106,334,2354058,0,32.3612257,-86.2834307,51585,39275,43379,302.123036456368
01023806,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36109,334,5052075,4085,32.3732999,-86.2551197,47899,300000,34528,444.82591581875
01023816,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36111,334,5844507,19635,32.3408795,-86.271527,43562,31912,41835,438.815694031045
01023826,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36105,334,3121070,0,32.3356125,-86.3078025,33530,29294,19200,150.563959169357
01023836,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36108,334,3709019,57096,32.341301,-86.3351156,24669,22640,19811,131.324188829254
01023846,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36109,334,7270672,8760,32.3747656,-86.2294064,102838,96944,54029,98.2909171682697
01023856,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36108,334,10571245,10928,32.3515219,-86.360195,48406,31702,51309,285.892405689219
0102386,01,Alabama,AL,Autauga County,Princeton,Autaugaville,Track,Track,35766,256,552077223,1679095,34.8787834,-86.2279366,45068,36873,39979,564.847363550199
01023866,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36116,334,9503322,78827,32.3061941,-86.2681672,49593,54777,24162,190.890316417476
01023876,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36110,334,72008073,5185411,32.4484229,-86.2496859,69004,300000,41886,71.6965457512183
01023886,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36109,334,5672910,169270,32.4098492,-86.2260841,38679,28065,36734,386.718701476724
01023896,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36117,334,14911832,249584,32.353685,-86.16183,135664,125792,75085,353.835731574438
01023906,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36117,334,2372259,55032,32.3578287,-86.2043556,96002,300000,46932,162.08687325257
01023916,01,Alabama,AL,Autauga County,Pike Road,Autaugaville,Track,Track,36064,334,18852505,115393,32.3507685,-86.0979514,99568,99257,51364,459.65926316304
01023926,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36116,334,5475910,15714,32.3289802,-86.2081876,87238,300000,48659,365.41091095813
01023936,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36117,334,8442565,50415,32.3092917,-86.1857537,86272,73460,56852,703.326841803329
01023946,01,Alabama,AL,Autauga County,Hope Hull,Autaugaville,Track,Track,36043,334,385289932,6304196,32.198998,-86.3443832,48871,21249,51652,225.08662798875
01023956,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36108,334,7325894,136874,32.3175536,-86.3782976,55287,36619,50965,186.758234893686
0102396,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35217,205,8002141,0,33.5632457,-86.7640472,31849,23740,27884,901.789671658439
01023966,01,Alabama,AL,Autauga County,Decatur,Autaugaville,Track,Track,35601,256,5708780,73903,34.5712507,-86.9706149,65126,49578,55681,376.947554727171
01023976,01,Alabama,AL,Autauga County,Decatur,Autaugaville,Track,Track,35601,256,2544143,0,34.5819489,-86.9944642,44728,30715,32247,425.354759673513
01023986,01,Alabama,AL,Autauga County,Decatur,Autaugaville,Track,Track,35603,256,7715233,746835,34.5167777,-86.9711349,50662,41789,38782,270.757185828901
01023996,01,Alabama,AL,Autauga County,Decatur,Autaugaville,Track,Track,35601,256,8402134,742234,34.5494071,-86.9778507,45554,31079,45011,361.719322516901
01024006,01,Alabama,AL,Autauga County,Hartselle,Autaugaville,Track,Track,35640,256,80519151,3723826,34.4937594,-86.9171854,78301,57511,63529,481.545296447561
01024016,01,Alabama,AL,Autauga County,Somerville,Autaugaville,Track,Track,35670,256,168808472,3972677,34.4805794,-86.7691975,45167,41084,30061,623.850089523459
01024026,01,Alabama,AL,Autauga County,Eva,Autaugaville,Track,Track,35621,256,247422337,923083,34.3558416,-86.7007545,48190,36191,42704,322.52838542325
01024036,01,Alabama,AL,Autauga County,Marion,Autaugaville,Track,Track,36756,334,620129645,3924160,32.7209723,-87.3956331,47317,300000,32269,221.6618974873
01024046,01,Alabama,AL,Autauga County,Gordo,Autaugaville,Track,Track,35466,205,286698885,289306,33.3973636,-87.8929221,52298,29581,54192,344.406245167075
01024056,01,Alabama,AL,Autauga County,Carrollton,Autaugaville,Track,Track,35447,205,390834113,798185,33.2779491,-88.1679491,26820,15337,42456,355.122038631543
0102406,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35206,205,3605024,0,33.5591908,-86.7233518,31502,23017,27647,1211.35367914457
01024066,01,Alabama,AL,Autauga County,Troy,Autaugaville,Track,Track,36081,334,342666857,517750,31.8646421,-86.103939,55440,39745,48155,352.722862476921
01024076,01,Alabama,AL,Autauga County,Troy,Autaugaville,Track,Track,36081,334,64845109,83964,31.7469327,-85.9138355,38677,30309,34105,261.058875201471
01024086,01,Alabama,AL,Autauga County,Wedowee,Autaugaville,Track,Track,36278,256,356623311,2075543,33.4264515,-85.5226826,44124,40935,29087,401.180220571013
01024096,01,Alabama,AL,Autauga County,Roanoke,Autaugaville,Track,Track,36274,334,180027927,1431375,33.2143355,-85.3592685,56777,49691,42143,374.982276072892
01024106,01,Alabama,AL,Autauga County,Phenix City,Autaugaville,Track,Track,36867,334,1523115,2802,32.4742814,-85.0069988,26882,23200,19629,267.621161849023
01024116,01,Alabama,AL,Autauga County,Phenix City,Autaugaville,Track,Track,36870,334,6146699,19786,32.4815891,-85.0367586,47470,34531,41869,624.199444883214
01024126,01,Alabama,AL,Autauga County,Phenix City,Autaugaville,Track,Track,36868,334,62539017,381589,32.436776,-85.0748664,30365,24661,29060,330.647039872704
01024136,01,Alabama,AL,Autauga County,Phenix City,Autaugaville,Track,Track,36868,334,446860783,1401991,32.2688008,-85.3491716,33523,22642,36256,332.713393683599
01024146,01,Alabama,AL,Autauga County,Moody,Autaugaville,Track,Track,35004,205,84609138,336997,33.6147327,-86.403975,63023,300000,41817,614.908397151317
01024156,01,Alabama,AL,Autauga County,Pell City,Autaugaville,Track,Track,35128,205,47375621,5690122,33.5644016,-86.2404965,65548,54496,51644,891.026383974972
0102416,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35204,205,1778286,0,33.5122579,-86.8441439,24534,15353,26832,895.847589810879
01024166,01,Alabama,AL,Autauga County,Ashville,Autaugaville,Track,Track,35953,205,206142024,6926905,33.8613957,-86.1939665,55128,44569,47377,302.514141063843
01024176,01,Alabama,AL,Autauga County,Odenville,Autaugaville,Track,Track,35120,205,145753222,539155,33.7171728,-86.3824822,63437,61358,40278,400.878780697466
01024186,01,Alabama,AL,Autauga County,Hoover,Autaugaville,Track,Track,35242,205,9616603,82630,33.4410183,-86.678391,60199,52591,39421,255.590821017349
01024196,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35242,205,28629556,3263418,33.4506559,-86.6285645,133935,123216,82192,212.749700690541
01024206,01,Alabama,AL,Autauga County,Hoover,Autaugaville,Track,Track,35242,205,10958163,801615,33.3868168,-86.7579464,114188,300000,46984,141.617511347335
01024216,01,Alabama,AL,Autauga County,Pelham,Autaugaville,Track,Track,35124,205,13760163,27651,33.3206714,-86.7920551,61447,300000,33919,551.275943126585
01024226,01,Alabama,AL,Autauga County,Alabaster,Autaugaville,Track,Track,35007,205,5406206,59035,33.2535295,-86.8084054,47515,38790,35105,132.229214699952
01024236,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35242,205,8431021,62231,33.3800273,-86.7161945,124681,111108,61531,114.118332273488
01024246,01,Alabama,AL,Autauga County,Maylene,Autaugaville,Track,Track,35114,205,34128010,286256,33.2309343,-86.9001761,64499,61078,48922,333.043777995459
01024256,01,Alabama,AL,Autauga County,Montevallo,Autaugaville,Track,Track,35115,205,27731854,230889,33.1051532,-86.8316133,67471,61618,58096,324.706501072275
0102426,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35208,205,2232730,0,33.498996,-86.8647606,27306,20635,24140,529.005584381697
01024266,01,Alabama,AL,Autauga County,Alabaster,Autaugaville,Track,Track,35007,205,25138481,364100,33.1840157,-86.8452865,81035,300000,48137,176.155937082862
01024276,01,Alabama,AL,Autauga County,Alabaster,Autaugaville,Track,Track,35007,205,109919048,2193785,33.2328201,-86.7308277,114805,110344,67381,453.599453984249
01024286,01,Alabama,AL,Autauga County,Wilsonville,Autaugaville,Track,Track,35186,205,124675796,6763556,33.2789886,-86.500775,67015,54838,56605,522.137937358843
01024296,01,Alabama,AL,Autauga County,Panola,Autaugaville,Track,Track,35477,205,536090556,10788078,32.863881,-88.2623312,30720,23681,28204,220.223341573239
01024306,01,Alabama,AL,Autauga County,Oxford,Autaugaville,Track,Track,36203,256,81129130,379011,33.5387971,-85.8620266,74941,59257,51277,333.247955096457
01024316,01,Alabama,AL,Autauga County,Talladega,Autaugaville,Track,Track,35160,256,110181078,13835702,33.4863993,-86.2098235,45623,48211,34985,360.779696281202
01024326,01,Alabama,AL,Autauga County,Talladega,Autaugaville,Track,Track,35160,256,6640370,903,33.4317569,-86.0994543,30518,300000,18938,203.164227563499
01024336,01,Alabama,AL,Autauga County,Childersburg,Autaugaville,Track,Track,35044,256,61685490,4098753,33.2597282,-86.3714709,20842,13928,18610,227.79705189207
01024346,01,Alabama,AL,Autauga County,Sylacauga,Autaugaville,Track,Track,35150,256,83495162,1251432,33.1485144,-86.2131565,56039,300000,36402,324.091066820549
01024356,01,Alabama,AL,Autauga County,Sylacauga,Autaugaville,Track,Track,35150,256,8089204,8552,33.145858,-86.250449,42395,38497,34664,249.924752337345
0102436,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35204,205,743007,0,33.4945909,-86.834764,20724,13490,21047,638.625806305791
01024366,01,Alabama,AL,Autauga County,Alexander City,Autaugaville,Track,Track,35010,256,28825056,45488,32.9486832,-85.9841238,40286,31306,39643,461.289042846888
01024376,01,Alabama,AL,Autauga County,Dadeville,Autaugaville,Track,Track,36853,256,311017327,1997552,32.88789,-85.6951867,57732,53384,44292,326.12044530221
01024386,01,Alabama,AL,Autauga County,Dadeville,Autaugaville,Track,Track,36853,256,147998867,32336900,32.7193296,-85.799826,74831,65949,50599,219.352854495923
01024396,01,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,Track,35406,205,27958537,3117370,33.2801674,-87.4861527,126456,300000,64426,167.818601862427
01024406,01,Alabama,AL,Autauga County,Northport,Autaugaville,Track,Track,35475,205,28237157,562524,33.2870635,-87.577686,77645,75235,44939,512.22923404001
01024416,01,Alabama,AL,Autauga County,Buhl,Autaugaville,Track,Track,35446,205,169522816,1463354,33.2005768,-87.7377348,51913,45486,32933,198.760271473925
01024426,01,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,Track,35406,205,11076669,1962409,33.2690466,-87.5203662,125421,107411,75182,262.948667474608
01024436,01,Alabama,AL,Autauga County,Brookwood,Autaugaville,Track,Track,35444,205,410573152,10323554,33.3241425,-87.3313594,54986,43725,44263,601.678313326075
01024446,01,Alabama,AL,Autauga County,Cottondale,Autaugaville,Track,Track,35453,205,255828991,1502466,33.1420294,-87.3825437,58765,51483,35724,419.044643599436
01024456,01,Alabama,AL,Autauga County,Cottondale,Autaugaville,Track,Track,35453,205,5992844,16713,33.1930468,-87.4548608,48158,39959,28523,325.189216334117
0102446,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35235,205,7956342,39652,33.596713,-86.6763136,53410,44414,41526,1451.54413010955
01024466,01,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,Track,35405,205,1704451,0,33.1932756,-87.5832845,31061,24484,31856,339.613768843283
01024476,01,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,Track,35401,205,1868964,0,33.1887632,-87.5423908,28049,25211,21071,238.994799967999
01024486,01,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,Track,35404,205,12325885,108719,33.1807268,-87.4937929,68542,47824,56598,429.217713244121
01024496,01,Alabama,AL,Autauga County,Tuscaloosa,Autaugaville,Track,Track,35405,205,5143284,0,33.1762981,-87.5397897,29516,30584,18341,733.189256817086
01024506,01,Alabama,AL,Autauga County,Holt,Autaugaville,Track,Track,35404,205,6641779,189874,33.2184585,-87.495102,44856,36678,40719,628.604941683067
01024516,01,Alabama,AL,Autauga County,Jasper,Autaugaville,Track,Track,35503,205,30020181,254512,33.8786756,-87.3033145,69796,54429,49212,327.182565755126
01024526,01,Alabama,AL,Autauga County,Jasper,Autaugaville,Track,Track,35504,205,39418578,414937,33.8698205,-87.18725,48437,35721,39976,467.95546440302
01024536,01,Alabama,AL,Autauga County,Nauvoo,Autaugaville,Track,Track,35578,205,153528165,704066,33.9445989,-87.4646876,32015,21826,29990,413.980192901251
01024546,01,Alabama,AL,Autauga County,Oakman,Autaugaville,Track,Track,35579,205,447906545,9543013,33.666598,-87.3615093,49334,32579,42545,366.815120045887
01024556,01,Alabama,AL,Autauga County,Cordova,Autaugaville,Track,Track,35550,205,114531672,2993518,33.7269845,-87.1886153,51500,46017,40239,196.425298560769
0102456,01,Alabama,AL,Autauga County,Bessemer,Autaugaville,Track,Track,35020,205,2076635,0,33.3914623,-86.9487605,35707,24378,32636,750.226218809763
01024566,01,Alabama,AL,Autauga County,Sipsey,Autaugaville,Track,Track,35584,205,94852443,1007812,33.8481176,-87.0365448,45265,31524,44482,315.692253014596
01024576,01,Alabama,AL,Autauga County,Leroy,Autaugaville,Track,Track,36548,251,603093386,10961276,31.4174426,-88.0504262,45381,28999,34110,228.060044499023
01024586,01,Alabama,AL,Autauga County,Camden,Autaugaville,Track,Track,36726,334,445513253,21674103,32.012374,-87.2921068,28710,18681,35235,623.497258309513
01024596,01,Alabama,AL,Autauga County,Pine Apple,Autaugaville,Track,Track,36768,251,973585771,2934323,31.8936393,-87.1386589,31636,23205,25782,252.252919333135
010246,01,Alabama,AL,Autauga County,Louisville,Autaugaville,Track,Track,36048,334,517008078,983621,31.9222753,-85.4498309,36939,27636,33907,870.206243616117
01024606,01,Alabama,AL,Autauga County,Double Springs,Autaugaville,Track,Track,35553,205,471342813,13274862,34.1268793,-87.3831356,39763,36936,22304,233.261712465068
01024616,01,Alabama,AL,Autauga County,Haleyville,Autaugaville,Track,Track,35565,205,184358361,787177,34.1936265,-87.5492688,36736,20436,42108,168.256366061451
0102466,01,Alabama,AL,Autauga County,Homewood,Autaugaville,Track,Track,35209,205,3372196,78924,33.4613607,-86.8005817,82907,64476,66179,610.022761901109
0102476,01,Alabama,AL,Autauga County,Leeds,Autaugaville,Track,Track,35094,205,12786477,133297,33.5565279,-86.5621484,42947,32289,42160,558.901891136895
0102486,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35220,205,7511055,70529,33.6691522,-86.6511913,72958,66976,42709,695.496376730211
0102496,01,Alabama,AL,Autauga County,Gardendale,Autaugaville,Track,Track,35071,205,40159982,0,33.6758356,-86.7966575,64478,53139,50071,1683.78882276732
0102506,01,Alabama,AL,Autauga County,Graysville,Autaugaville,Track,Track,35073,205,56885352,537614,33.6350049,-86.9946308,52012,42042,40021,787.801784810707
0102516,01,Alabama,AL,Autauga County,Irondale,Autaugaville,Track,Track,35210,205,26558605,354052,33.5445586,-86.6466397,62219,44282,57897,872.365514053633
0102526,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35243,205,12429198,42051,33.4361371,-86.7561579,140732,133231,83317,567.784110155086
0102536,01,Alabama,AL,Autauga County,Midfield,Autaugaville,Track,Track,35228,205,4006150,0,33.4412981,-86.9424457,30586,27480,24560,1077.25559143939
0102546,01,Alabama,AL,Autauga County,Bessemer,Autaugaville,Track,Track,35022,205,34033783,463549,33.3338629,-86.9127674,96563,91182,59474,1511.20571191558
0102556,01,Alabama,AL,Autauga County,Hoover,Autaugaville,Track,Track,35226,205,18071006,173459,33.3822004,-86.8552686,118301,110028,67248,1115.45149458426
010256,01,Alabama,AL,Autauga County,Brent,Autaugaville,Track,Track,35034,205,691793540,3983687,32.9533249,-87.0043466,50506,41379,42907,1119.72490136778
0102566,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35630,256,8653066,2906570,34.8120233,-87.624424,40060,28315,38509,1147.46863194393
0102576,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35634,256,123190580,594938,34.9616163,-87.5143563,59353,47811,44923,1258.89316126663
0102586,01,Alabama,AL,Autauga County,Trinity,Autaugaville,Track,Track,35673,256,117628141,989972,34.57105,-87.2129882,50843,34892,45383,1461.27750048898
0102596,01,Alabama,AL,Autauga County,Auburn,Autaugaville,Track,Track,36830,334,2907181,14935,32.598547,-85.5163458,40521,24321,41454,287.240342600379
01026,01,Alabama,AL,Autauga County,Elmore,Autaugaville,Track,Track,36025,334,8020338,60048,32.4473511,-86.4768097,75875,61166,63335,670.572349505729
0102606,01,Alabama,AL,Autauga County,Opelika,Autaugaville,Track,Track,36801,334,4310558,34936,32.6330378,-85.3853644,30665,22207,31217,1075.21196232982
0102616,01,Alabama,AL,Autauga County,Opelika,Autaugaville,Track,Track,36804,334,165626066,864333,32.4970769,-85.4025028,55067,39086,47067,986.220058598879
0102626,01,Alabama,AL,Autauga County,Athens,Autaugaville,Track,Track,35611,256,10362596,11461,34.8220771,-86.9813141,42963,35092,34814,1182.09207398635
0102636,01,Alabama,AL,Autauga County,Hayneville,Autaugaville,Track,Track,36040,334,408826352,1225673,32.0922981,-86.7776904,26622,17354,27609,592.17284009473
0102646,01,Alabama,AL,Autauga County,Tuskegee,Autaugaville,Track,Track,36083,334,7583956,405124,32.426005,-85.6917046,36412,28544,32135,473.670304174928
0102656,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35810,256,1995502,0,34.7679304,-86.6346783,42294,33121,30056,700.844776146277
010266,01,Alabama,AL,Autauga County,Remlap,Autaugaville,Track,Track,35133,205,203716769,1004680,33.8405764,-86.6350183,54667,46471,36483,2028.18429289943
0102666,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35816,256,2365766,0,34.7415924,-86.637675,36376,25216,34869,1313.14530620755
0102676,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35801,256,2259086,0,34.7119242,-86.5826594,79587,66704,54796,558.40822188198
0102686,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35802,256,5765482,14747,34.6536811,-86.5262716,94067,80758,59507,558.636609502207
0102696,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35811,256,108073369,583742,34.782744,-86.4057661,77787,69213,49812,1011.03783254551
0102706,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35806,256,12924198,54647,34.7908679,-86.7292721,116068,109549,62384,673.205507547159
0102716,01,Alabama,AL,Autauga County,Madison,Autaugaville,Track,Track,35758,256,10927370,11607,34.7176388,-86.7667595,97765,93741,63278,1367.42081150456
0102726,01,Alabama,AL,Autauga County,Dixons Mills,Autaugaville,Track,Track,36736,334,286336268,54771,32.0620795,-87.7277351,45191,33640,40691,674.433389042277
0102736,01,Alabama,AL,Autauga County,Winfield,Autaugaville,Track,Track,35594,205,154499292,310617,33.9577593,-87.7518284,56133,38275,54098,1633.50576175015
0102746,01,Alabama,AL,Autauga County,Guntersville,Autaugaville,Track,Track,35976,256,43587610,22086593,34.3505036,-86.2555798,43988,29075,41011,1106.19029995732
0102756,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36603,251,1589550,15221,30.6993359,-88.0591706,22203,15085,19617,460.341424376184
010276,01,Alabama,AL,Autauga County,Georgiana,Autaugaville,Track,Track,36033,334,352261684,177369,31.7163243,-86.7533225,52208,42042,41432,477.343297441506
0102766,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36603,251,1043100,0,30.6868736,-88.060218,55238,42454,48099,441.573822885352
0102776,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36605,251,5320481,984861,30.6020753,-88.0987938,46324,36369,42351,891.956049880704
0102786,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36607,251,3193386,0,30.6950269,-88.1140906,28217,20142,24349,740.728971341245
0102796,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36608,251,5552352,27672,30.6992655,-88.1362176,101118,73032,76595,715.258815298601
0102806,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36608,251,1900631,0,30.6951429,-88.1824851,0,0,0,0
0102816,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36693,251,7475705,83074,30.623508,-88.1765802,71008,62620,53428,1492.20012518192
0102826,01,Alabama,AL,Autauga County,Chickasaw,Autaugaville,Track,Track,36611,251,981169,0,30.7618781,-88.0886165,26337,20116,21663,431.982137575125
0102836,01,Alabama,AL,Autauga County,Semmes,Autaugaville,Track,Track,36575,251,25915097,46015,30.78278,-88.2128056,48430,44787,38003,630.473779274241
0102846,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36695,251,8957994,72201,30.6628949,-88.213545,75214,56706,61257,1767.49850407819
0102856,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36619,251,17212873,25319,30.570406,-88.2179902,43982,32163,37414,1884.00170203791
010286,01,Alabama,AL,Autauga County,Anniston,Autaugaville,Track,Track,36207,256,12116269,23502,33.6448084,-85.796557,59980,40580,59602,1027.31968962228
0102866,01,Alabama,AL,Autauga County,Prichard,Autaugaville,Track,Track,36610,251,1748287,0,30.7432485,-88.081799,25820,19718,25437,497.712978502601
0102876,01,Alabama,AL,Autauga County,Uriah,Autaugaville,Track,Track,36480,251,427194441,5527227,31.3250054,-87.5991274,44326,26777,40267,507.152050793411
0102886,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36108,334,3561874,6703,32.3613688,-86.3289447,31018,14709,43204,1100.10776019057
0102896,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36111,334,3213699,0,32.3356893,-86.290787,54451,38772,52957,973.926575283249
0102906,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36108,334,10571245,10928,32.3515219,-86.360195,33100,19480,39253,937.027154504187
0102916,01,Alabama,AL,Autauga County,Montgomery,Autaugaville,Track,Track,36117,334,3690069,13893,32.3716245,-86.2001367,46649,34723,44631,1411.89212702599
0102926,01,Alabama,AL,Autauga County,Montgmomery,Autaugaville,Track,Track,36109,334,9905497,37080,32.3084355,-86.2231566,30257,24891,22041,1986.37662630912
0102936,01,Alabama,AL,Autauga County,Ramer,Autaugaville,Track,Track,36069,334,322817898,1399522,32.0637351,-86.0722109,46816,32820,39885,469.146840999125
0102946,01,Alabama,AL,Autauga County,Decatur,Autaugaville,Track,Track,35601,256,5750081,112655,34.6096797,-87.0198689,23165,14550,23456,814.443282859852
0102956,01,Alabama,AL,Autauga County,Decatur,Autaugaville,Track,Track,35603,256,4144053,2397,34.5540918,-87.010172,74890,63155,59315,854.099360641619
010296,01,Alabama,AL,Autauga County,Jacksonville,Autaugaville,Track,Track,36265,256,41129558,487657,33.7661796,-85.7864612,54250,43854,40902,1709.6096329636
0102966,01,Alabama,AL,Autauga County,Eva,Autaugaville,Track,Track,35621,256,247422337,923083,34.3558416,-86.7007545,54365,47202,43412,1525.40480160886
0102976,01,Alabama,AL,Autauga County,Aliceville,Autaugaville,Track,Track,35442,205,936899340,19721381,33.143676,-88.1111873,34635,23175,34742,1556.61889781305
0102986,01,Alabama,AL,Autauga County,Woodland,Autaugaville,Track,Track,36280,256,259326168,155664,33.3674567,-85.3379448,47083,41874,40811,775.903820077727
